numX,Rsq,N,Lambda,Alpha,Type,Power
5,0.02,500,0.25,0.1,Bayes,0.715943491
5,0.02,1000,0.25,0.1,Bayes,0.957114026
5,0.07,50,0.25,0.1,Bayes,0.323
5,0.07,100,0.25,0.1,Bayes,0.543401907
5,0.07,150,0.25,0.1,Bayes,0.746733668
5,0.07,250,0.25,0.1,Bayes,0.931520645
5,0.07,500,0.25,0.1,Bayes,0.999495459
5,0.07,1000,0.25,0.1,Bayes,1
5,0.13,50,0.25,0.1,Bayes,0.536
5,0.13,100,0.25,0.1,Bayes,0.856999498
5,0.13,150,0.25,0.1,Bayes,0.959296482
5,0.13,250,0.25,0.1,Bayes,0.998992951
5,0.13,500,0.25,0.1,Bayes,1
5,0.13,1000,0.25,0.1,Bayes,1
5,0.26,50,0.25,0.1,Bayes,0.873
5,0.26,100,0.25,0.1,Bayes,0.994477912
5,0.26,150,0.25,0.1,Bayes,1
5,0.26,250,0.25,0.1,Bayes,1
5,0.26,500,0.25,0.1,Bayes,1
5,0.26,1000,0.25,0.1,Bayes,1
5,0.02,50,0.15,0.05,Theory,0.099696194
5,0.02,100,0.15,0.05,Theory,0.159544063
5,0.02,150,0.15,0.05,Theory,0.226490531
5,0.02,250,0.15,0.05,Theory,0.369907011
5,0.02,500,0.15,0.05,Theory,0.687754523
5,0.02,1000,0.15,0.05,Theory,0.956419672
5,0.07,50,0.15,0.05,Theory,0.275106811
5,0.07,100,0.15,0.05,Theory,0.534773746
5,0.07,150,0.15,0.05,Theory,0.738770155
5,0.07,250,0.15,0.05,Theory,0.938490583
5,0.07,500,0.15,0.05,Theory,0.999418601
5,0.07,1000,0.15,0.05,Theory,0.999999994
5,0.13,50,0.15,0.05,Theory,0.531218976
5,0.13,100,0.15,0.05,Theory,0.86498037
5,0.13,150,0.15,0.05,Theory,0.972221401
5,0.13,250,0.15,0.05,Theory,0.999372455
5,0.13,500,0.15,0.05,Theory,0.999999993
5,0.13,1000,0.15,0.05,Theory,1
5,0.26,50,0.15,0.05,Theory,0.920052762
5,0.26,100,0.15,0.05,Theory,0.998852527
5,0.26,150,0.15,0.05,Theory,0.999992643
5,0.26,250,0.15,0.05,Theory,1
5,0.26,500,0.15,0.05,Theory,1
5,0.26,1000,0.15,0.05,Theory,1
5,0.02,50,0.25,0.05,Theory,0.099696194
5,0.02,100,0.25,0.05,Theory,0.159544063
5,0.02,150,0.25,0.05,Theory,0.226490531
5,0.02,250,0.25,0.05,Theory,0.369907011
5,0.02,500,0.25,0.05,Theory,0.687754523
5,0.02,1000,0.25,0.05,Theory,0.956419672
5,0.07,50,0.25,0.05,Theory,0.275106811
5,0.07,100,0.25,0.05,Theory,0.534773746
5,0.07,150,0.25,0.05,Theory,0.738770155
5,0.07,250,0.25,0.05,Theory,0.938490583
5,0.07,500,0.25,0.05,Theory,0.999418601
5,0.07,1000,0.25,0.05,Theory,0.999999994
5,0.13,50,0.25,0.05,Theory,0.531218976
5,0.13,100,0.25,0.05,Theory,0.86498037
5,0.13,150,0.25,0.05,Theory,0.972221401
5,0.13,250,0.25,0.05,Theory,0.999372455
5,0.13,500,0.25,0.05,Theory,0.999999993
5,0.13,1000,0.25,0.05,Theory,1
5,0.26,50,0.25,0.05,Theory,0.920052762
5,0.26,100,0.25,0.05,Theory,0.998852527
5,0.26,150,0.25,0.05,Theory,0.999992643
5,0.26,250,0.25,0.05,Theory,1
5,0.26,500,0.25,0.05,Theory,1
5,0.26,1000,0.25,0.05,Theory,1
5,0.02,50,0.15,0.05,MLR,0.197098549
5,0.02,100,0.15,0.05,MLR,0.196598299
5,0.02,150,0.15,0.05,MLR,0.225112556
5,0.02,250,0.15,0.05,MLR,0.326
5,0.02,500,0.15,0.05,MLR,0.585085085
5,0.02,1000,0.15,0.05,MLR,0.903759398
5,0.07,50,0.15,0.05,MLR,0.392196098
5,0.07,100,0.15,0.05,MLR,0.499
5,0.07,150,0.15,0.05,MLR,0.672836418
5,0.07,250,0.15,0.05,MLR,0.8765
5,0.07,500,0.15,0.05,MLR,0.993993994
5,0.07,1000,0.15,0.05,MLR,1
5,0.13,50,0.15,0.05,MLR,0.590295148
5,0.13,100,0.15,0.05,MLR,0.8075
5,0.13,150,0.15,0.05,MLR,0.929464732
5,0.13,250,0.15,0.05,MLR,0.993
5,0.13,500,0.15,0.05,MLR,1
5,0.13,1000,0.15,0.05,MLR,1
5,0.26,50,0.15,0.05,MLR,0.8805
5,0.26,100,0.15,0.05,MLR,0.987493747
5,0.26,150,0.15,0.05,MLR,0.9985
5,0.26,250,0.15,0.05,MLR,1
5,0.26,500,0.15,0.05,MLR,1
5,0.26,1000,0.15,0.05,MLR,1
5,0.02,50,0.25,0.05,MLR,0.215107554
5,0.02,100,0.25,0.05,MLR,0.2195
5,0.02,150,0.25,0.05,MLR,0.250125063
5,0.02,250,0.25,0.05,MLR,0.357
5,0.02,500,0.25,0.05,MLR,0.619119119
5,0.02,1000,0.25,0.05,MLR,0.92481203
5,0.07,50,0.25,0.05,MLR,0.427213607
5,0.07,100,0.25,0.05,MLR,0.535
5,0.07,150,0.25,0.05,MLR,0.704
5,0.07,250,0.25,0.05,MLR,0.9005
5,0.07,500,0.25,0.05,MLR,0.997997998
5,0.07,1000,0.25,0.05,MLR,1
5,0.13,50,0.25,0.05,MLR,0.625812906
5,0.13,100,0.25,0.05,MLR,0.836418209
5,0.13,150,0.25,0.05,MLR,0.945
5,0.13,250,0.25,0.05,MLR,0.997
5,0.13,500,0.25,0.05,MLR,1
5,0.13,1000,0.25,0.05,MLR,1
5,0.26,50,0.25,0.05,MLR,0.9055
5,0.26,100,0.25,0.05,MLR,0.9925
5,0.26,150,0.25,0.05,MLR,1
5,0.26,250,0.25,0.05,MLR,1
5,0.26,500,0.25,0.05,MLR,1
5,0.26,1000,0.25,0.05,MLR,1
5,0.02,50,0.15,0.05,ML,0.15807904
5,0.02,100,0.15,0.05,ML,0.182591296
5,0.02,150,0.15,0.05,ML,0.226113057
5,0.02,250,0.15,0.05,ML,0.3235
5,0.02,500,0.15,0.05,ML,0.579079079
5,0.02,1000,0.15,0.05,ML,0.895739348
5,0.07,50,0.15,0.05,ML,0.329164582
5,0.07,100,0.15,0.05,ML,0.4725
5,0.07,150,0.15,0.05,ML,0.657828914
5,0.07,250,0.15,0.05,ML,0.8545
5,0.07,500,0.15,0.05,ML,0.993493493
5,0.07,1000,0.15,0.05,ML,1
5,0.13,50,0.15,0.05,ML,0.529764882
5,0.13,100,0.15,0.05,ML,0.784
5,0.13,150,0.15,0.05,ML,0.923461731
5,0.13,250,0.15,0.05,ML,0.993
5,0.13,500,0.15,0.05,ML,1
5,0.13,1000,0.15,0.05,ML,1
5,0.26,50,0.15,0.05,ML,0.8685
5,0.26,100,0.15,0.05,ML,0.983491746
5,0.26,150,0.15,0.05,ML,0.999
5,0.26,250,0.15,0.05,ML,1
5,0.26,500,0.15,0.05,ML,1
5,0.26,1000,0.15,0.05,ML,1
5,0.02,50,0.25,0.05,ML,0.15907954
5,0.02,100,0.25,0.05,ML,0.1905
5,0.02,150,0.25,0.05,ML,0.24062031
5,0.02,250,0.25,0.05,ML,0.345
5,0.02,500,0.25,0.05,ML,0.611611612
5,0.02,1000,0.25,0.05,ML,0.919799499
5,0.07,50,0.25,0.05,ML,0.350175088
5,0.07,100,0.25,0.05,ML,0.49
5,0.07,150,0.25,0.05,ML,0.686
5,0.07,250,0.25,0.05,ML,0.887
5,0.07,500,0.25,0.05,ML,0.996996997
5,0.07,1000,0.25,0.05,ML,1
5,0.13,50,0.25,0.05,ML,0.56128064
5,0.13,100,0.25,0.05,ML,0.813906953
5,0.13,150,0.25,0.05,ML,0.9405
5,0.13,250,0.25,0.05,ML,0.9975
5,0.13,500,0.25,0.05,ML,1
5,0.13,1000,0.25,0.05,ML,1
5,0.26,50,0.25,0.05,ML,0.8855
5,0.26,100,0.25,0.05,ML,0.9905
5,0.26,150,0.25,0.05,ML,1
5,0.26,250,0.25,0.05,ML,1
5,0.26,500,0.25,0.05,ML,1
5,0.26,1000,0.25,0.05,ML,1
5,0.02,50,0.15,0.05,BayesYJ,0.075037519
5,0.02,100,0.15,0.05,BayesYJ,0.150075038
5,0.02,150,0.15,0.05,BayesYJ,0.217108554
5,0.02,250,0.15,0.05,BayesYJ,0.372
5,0.02,500,0.15,0.05,BayesYJ,0.69019019
5,0.02,1000,0.15,0.05,BayesYJ,0.957894737
5,0.07,50,0.15,0.05,BayesYJ,0.24112056
5,0.07,100,0.15,0.05,BayesYJ,0.4935
5,0.07,150,0.15,0.05,BayesYJ,0.706353177
5,0.07,250,0.15,0.05,BayesYJ,0.928
5,0.07,500,0.15,0.05,BayesYJ,0.999499499
5,0.07,1000,0.15,0.05,BayesYJ,1
5,0.13,50,0.15,0.05,BayesYJ,0.460230115
5,0.13,100,0.15,0.05,BayesYJ,0.841
5,0.13,150,0.15,0.05,BayesYJ,0.96148074
5,0.13,250,0.15,0.05,BayesYJ,0.9985
5,0.13,500,0.15,0.05,BayesYJ,1
5,0.13,1000,0.15,0.05,BayesYJ,1
5,0.26,50,0.15,0.05,BayesYJ,0.856
5,0.26,100,0.15,0.05,BayesYJ,0.995497749
5,0.26,150,0.15,0.05,BayesYJ,1
5,0.26,250,0.15,0.05,BayesYJ,1
5,0.26,500,0.15,0.05,BayesYJ,1
5,0.26,1000,0.15,0.05,BayesYJ,1
5,0.02,50,0.25,0.05,BayesYJ,0.075537769
5,0.02,100,0.25,0.05,BayesYJ,0.1505
5,0.02,150,0.25,0.05,BayesYJ,0.217608804
5,0.02,250,0.25,0.05,BayesYJ,0.3715
5,0.02,500,0.25,0.05,BayesYJ,0.69019019
5,0.02,1000,0.25,0.05,BayesYJ,0.957894737
5,0.07,50,0.25,0.05,BayesYJ,0.24162081
5,0.07,100,0.25,0.05,BayesYJ,0.4935
5,0.07,150,0.25,0.05,BayesYJ,0.7065
5,0.07,250,0.25,0.05,BayesYJ,0.9275
5,0.07,500,0.25,0.05,BayesYJ,0.999499499
5,0.07,1000,0.25,0.05,BayesYJ,1
5,0.13,50,0.25,0.05,BayesYJ,0.461730865
5,0.13,100,0.25,0.05,BayesYJ,0.84142071
5,0.13,150,0.25,0.05,BayesYJ,0.962
5,0.13,250,0.25,0.05,BayesYJ,0.9985
5,0.13,500,0.25,0.05,BayesYJ,1
5,0.13,1000,0.25,0.05,BayesYJ,1
5,0.26,50,0.25,0.05,BayesYJ,0.8565
5,0.26,100,0.25,0.05,BayesYJ,0.9955
5,0.26,150,0.25,0.05,BayesYJ,1
5,0.26,250,0.25,0.05,BayesYJ,1
5,0.26,500,0.25,0.05,BayesYJ,1
5,0.26,1000,0.25,0.05,BayesYJ,1
5,0.02,50,0.15,0.05,Bayes,0.078
5,0.02,100,0.15,0.05,Bayes,0.133266533
5,0.02,150,0.15,0.05,Bayes,0.188944724
5,0.02,250,0.15,0.05,Bayes,0.292903875
5,0.02,500,0.15,0.05,Bayes,0.567608476
5,0.02,1000,0.15,0.05,Bayes,0.88950555
5,0.07,50,0.15,0.05,Bayes,0.1995
5,0.07,100,0.15,0.05,Bayes,0.3958856
5,0.07,150,0.15,0.05,Bayes,0.611055276
5,0.07,250,0.15,0.05,Bayes,0.836436839
5,0.07,500,0.15,0.05,Bayes,0.991422805
5,0.07,1000,0.15,0.05,Bayes,1
5,0.13,50,0.15,0.05,Bayes,0.3955
5,0.13,100,0.15,0.05,Bayes,0.7265429
5,0.13,150,0.15,0.05,Bayes,0.904522613
5,0.13,250,0.15,0.05,Bayes,0.99244713
5,0.13,500,0.15,0.05,Bayes,1
5,0.13,1000,0.15,0.05,Bayes,1
5,0.26,50,0.15,0.05,Bayes,0.7555
5,0.26,100,0.15,0.05,Bayes,0.978926242
5,0.26,150,0.15,0.05,Bayes,0.998994975
5,0.26,250,0.15,0.05,Bayes,1
5,0.26,500,0.15,0.05,Bayes,1
5,0.26,1000,0.15,0.05,Bayes,1
5,0.02,50,0.25,0.05,Bayes,0.078
5,0.02,100,0.25,0.05,Bayes,0.148370927
5,0.02,150,0.25,0.05,Bayes,0.194974874
5,0.02,250,0.25,0.05,Bayes,0.319073981
5,0.02,500,0.25,0.05,Bayes,0.600403633
5,0.02,1000,0.25,0.05,Bayes,0.917759839
5,0.07,50,0.25,0.05,Bayes,0.213
5,0.07,100,0.25,0.05,Bayes,0.420471651
5,0.07,150,0.25,0.05,Bayes,0.64321608
5,0.07,250,0.25,0.05,Bayes,0.867069486
5,0.07,500,0.25,0.05,Bayes,0.996972755
5,0.07,1000,0.25,0.05,Bayes,1
5,0.13,50,0.25,0.05,Bayes,0.42
5,0.13,100,0.25,0.05,Bayes,0.757651781
5,0.13,150,0.25,0.05,Bayes,0.927638191
5,0.13,250,0.25,0.05,Bayes,0.996475327
5,0.13,500,0.25,0.05,Bayes,1
5,0.13,1000,0.25,0.05,Bayes,1
5,0.26,50,0.25,0.05,Bayes,0.794
5,0.26,100,0.25,0.05,Bayes,0.984437751
5,0.26,150,0.25,0.05,Bayes,1
5,0.26,250,0.25,0.05,Bayes,1
5,0.26,500,0.25,0.05,Bayes,1
5,0.26,1000,0.25,0.05,Bayes,1
5,0.02,50,0.15,0.01,Theory,0.026591288
5,0.02,100,0.15,0.01,Theory,0.05126646
5,0.02,150,0.15,0.01,Theory,0.084016661
5,0.02,250,0.15,0.01,Theory,0.171008522
5,0.02,500,0.15,0.01,Theory,0.453696636
5,0.02,1000,0.15,0.01,Theory,0.867616831
5,0.07,50,0.15,0.01,Theory,0.110964935
5,0.07,100,0.15,0.01,Theory,0.300237319
5,0.07,150,0.15,0.01,Theory,0.514110331
5,0.07,250,0.15,0.01,Theory,0.827855461
5,0.07,500,0.15,0.01,Theory,0.996095187
5,0.07,1000,0.15,0.01,Theory,0.999999855
5,0.13,50,0.15,0.01,Theory,0.297089639
5,0.13,100,0.15,0.01,Theory,0.692563454
5,0.13,150,0.15,0.01,Theory,0.906647795
5,0.13,250,0.15,0.01,Theory,0.995833976
5,0.13,500,0.15,0.01,Theory,0.999999828
5,0.13,1000,0.15,0.01,Theory,1
5,0.26,50,0.15,0.01,Theory,0.790440669
5,0.26,100,0.15,0.01,Theory,0.993066396
5,0.26,150,0.15,0.01,Theory,0.999911211
5,0.26,250,0.15,0.01,Theory,0.999999997
5,0.26,500,0.15,0.01,Theory,1
5,0.26,1000,0.15,0.01,Theory,1
5,0.02,50,0.25,0.01,Theory,0.026591288
5,0.02,100,0.25,0.01,Theory,0.05126646
5,0.02,150,0.25,0.01,Theory,0.084016661
5,0.02,250,0.25,0.01,Theory,0.171008522
5,0.02,500,0.25,0.01,Theory,0.453696636
5,0.02,1000,0.25,0.01,Theory,0.867616831
5,0.07,50,0.25,0.01,Theory,0.110964935
5,0.07,100,0.25,0.01,Theory,0.300237319
5,0.07,150,0.25,0.01,Theory,0.514110331
5,0.07,250,0.25,0.01,Theory,0.827855461
5,0.07,500,0.25,0.01,Theory,0.996095187
5,0.07,1000,0.25,0.01,Theory,0.999999855
5,0.13,50,0.25,0.01,Theory,0.297089639
5,0.13,100,0.25,0.01,Theory,0.692563454
5,0.13,150,0.25,0.01,Theory,0.906647795
5,0.13,250,0.25,0.01,Theory,0.995833976
5,0.13,500,0.25,0.01,Theory,0.999999828
5,0.13,1000,0.25,0.01,Theory,1
5,0.26,50,0.25,0.01,Theory,0.790440669
5,0.26,100,0.25,0.01,Theory,0.993066396
5,0.26,150,0.25,0.01,Theory,0.999911211
5,0.26,250,0.25,0.01,Theory,0.999999997
5,0.26,500,0.25,0.01,Theory,1
5,0.26,1000,0.25,0.01,Theory,1
5,0.02,50,0.15,0.01,MLR,0.086043022
5,0.02,100,0.15,0.01,MLR,0.073536768
5,0.02,150,0.15,0.01,MLR,0.076538269
5,0.02,250,0.15,0.01,MLR,0.1425
5,0.02,500,0.15,0.01,MLR,0.34034034
5,0.02,1000,0.15,0.01,MLR,0.756390977
5,0.07,50,0.15,0.01,MLR,0.206603302
5,0.07,100,0.15,0.01,MLR,0.2665
5,0.07,150,0.15,0.01,MLR,0.43821911
5,0.07,250,0.15,0.01,MLR,0.694
5,0.07,500,0.15,0.01,MLR,0.971971972
5,0.07,1000,0.15,0.01,MLR,1
5,0.13,50,0.15,0.01,MLR,0.382691346
5,0.13,100,0.15,0.01,MLR,0.605
5,0.13,150,0.15,0.01,MLR,0.7983992
5,0.13,250,0.15,0.01,MLR,0.9655
5,0.13,500,0.15,0.01,MLR,1
5,0.13,1000,0.15,0.01,MLR,1
5,0.26,50,0.15,0.01,MLR,0.714
5,0.26,100,0.15,0.01,MLR,0.948974487
5,0.26,150,0.15,0.01,MLR,0.9895
5,0.26,250,0.15,0.01,MLR,0.9995
5,0.26,500,0.15,0.01,MLR,1
5,0.26,1000,0.15,0.01,MLR,1
5,0.02,50,0.25,0.01,MLR,0.101050525
5,0.02,100,0.25,0.01,MLR,0.088
5,0.02,150,0.25,0.01,MLR,0.093546773
5,0.02,250,0.25,0.01,MLR,0.1635
5,0.02,500,0.25,0.01,MLR,0.387387387
5,0.02,1000,0.25,0.01,MLR,0.804010025
5,0.07,50,0.25,0.01,MLR,0.24162081
5,0.07,100,0.25,0.01,MLR,0.309
5,0.07,150,0.25,0.01,MLR,0.482
5,0.07,250,0.25,0.01,MLR,0.744
5,0.07,500,0.25,0.01,MLR,0.97997998
5,0.07,1000,0.25,0.01,MLR,1
5,0.13,50,0.25,0.01,MLR,0.426713357
5,0.13,100,0.25,0.01,MLR,0.655827914
5,0.13,150,0.25,0.01,MLR,0.8415
5,0.13,250,0.25,0.01,MLR,0.9805
5,0.13,500,0.25,0.01,MLR,1
5,0.13,1000,0.25,0.01,MLR,1
5,0.26,50,0.25,0.01,MLR,0.7695
5,0.26,100,0.25,0.01,MLR,0.968
5,0.26,150,0.25,0.01,MLR,0.9965
5,0.26,250,0.25,0.01,MLR,1
5,0.26,500,0.25,0.01,MLR,1
5,0.26,1000,0.25,0.01,MLR,1
5,0.02,50,0.15,0.01,ML,0.050525263
5,0.02,100,0.15,0.01,ML,0.066033017
5,0.02,150,0.15,0.01,ML,0.082041021
5,0.02,250,0.15,0.01,ML,0.1425
5,0.02,500,0.15,0.01,ML,0.34034034
5,0.02,1000,0.15,0.01,ML,0.759899749
5,0.07,50,0.15,0.01,ML,0.163581791
5,0.07,100,0.15,0.01,ML,0.246
5,0.07,150,0.15,0.01,ML,0.426713357
5,0.07,250,0.15,0.01,ML,0.697
5,0.07,500,0.15,0.01,ML,0.974974975
5,0.07,1000,0.15,0.01,ML,1
5,0.13,50,0.15,0.01,ML,0.342171086
5,0.13,100,0.15,0.01,ML,0.592
5,0.13,150,0.15,0.01,ML,0.803401701
5,0.13,250,0.15,0.01,ML,0.971
5,0.13,500,0.15,0.01,ML,1
5,0.13,1000,0.15,0.01,ML,1
5,0.26,50,0.15,0.01,ML,0.7025
5,0.26,100,0.15,0.01,ML,0.957978989
5,0.26,150,0.15,0.01,ML,0.997
5,0.26,250,0.15,0.01,ML,1
5,0.26,500,0.15,0.01,ML,1
5,0.26,1000,0.15,0.01,ML,1
5,0.02,50,0.25,0.01,ML,0.053526763
5,0.02,100,0.25,0.01,ML,0.067
5,0.02,150,0.25,0.01,ML,0.085042521
5,0.02,250,0.25,0.01,ML,0.157
5,0.02,500,0.25,0.01,ML,0.373873874
5,0.02,1000,0.25,0.01,ML,0.8
5,0.07,50,0.25,0.01,ML,0.174587294
5,0.07,100,0.25,0.01,ML,0.2765
5,0.07,150,0.25,0.01,ML,0.4565
5,0.07,250,0.25,0.01,ML,0.738
5,0.07,500,0.25,0.01,ML,0.981481481
5,0.07,1000,0.25,0.01,ML,1
5,0.13,50,0.25,0.01,ML,0.364682341
5,0.13,100,0.25,0.01,ML,0.629314657
5,0.13,150,0.25,0.01,ML,0.8405
5,0.13,250,0.25,0.01,ML,0.9815
5,0.13,500,0.25,0.01,ML,1
5,0.13,1000,0.25,0.01,ML,1
5,0.26,50,0.25,0.01,ML,0.74
5,0.26,100,0.25,0.01,ML,0.9675
5,0.26,150,0.25,0.01,ML,0.9985
5,0.26,250,0.25,0.01,ML,1
5,0.26,500,0.25,0.01,ML,1
5,0.26,1000,0.25,0.01,ML,1
5,0.02,50,0.15,0.01,BayesYJ,0.023011506
5,0.02,100,0.15,0.01,BayesYJ,0.049024512
5,0.02,150,0.15,0.01,BayesYJ,0.083041521
5,0.02,250,0.15,0.01,BayesYJ,0.171
5,0.02,500,0.15,0.01,BayesYJ,0.445945946
5,0.02,1000,0.15,0.01,BayesYJ,0.873182957
5,0.07,50,0.15,0.01,BayesYJ,0.094047024
5,0.07,100,0.15,0.01,BayesYJ,0.2625
5,0.07,150,0.15,0.01,BayesYJ,0.497248624
5,0.07,250,0.15,0.01,BayesYJ,0.803
5,0.07,500,0.15,0.01,BayesYJ,0.994994995
5,0.07,1000,0.15,0.01,BayesYJ,1
5,0.13,50,0.15,0.01,BayesYJ,0.257628814
5,0.13,100,0.15,0.01,BayesYJ,0.634
5,0.13,150,0.15,0.01,BayesYJ,0.88144072
5,0.13,250,0.15,0.01,BayesYJ,0.9945
5,0.13,500,0.15,0.01,BayesYJ,1
5,0.13,1000,0.15,0.01,BayesYJ,1
5,0.26,50,0.15,0.01,BayesYJ,0.677
5,0.26,100,0.15,0.01,BayesYJ,0.977988994
5,0.26,150,0.15,0.01,BayesYJ,1
5,0.26,250,0.15,0.01,BayesYJ,1
5,0.26,500,0.15,0.01,BayesYJ,1
5,0.26,1000,0.15,0.01,BayesYJ,1
5,0.02,50,0.25,0.01,BayesYJ,0.024012006
5,0.02,100,0.25,0.01,BayesYJ,0.049
5,0.02,150,0.25,0.01,BayesYJ,0.083541771
5,0.02,250,0.25,0.01,BayesYJ,0.1715
5,0.02,500,0.25,0.01,BayesYJ,0.445945946
5,0.02,1000,0.25,0.01,BayesYJ,0.873182957
5,0.07,50,0.25,0.01,BayesYJ,0.095047524
5,0.07,100,0.25,0.01,BayesYJ,0.2635
5,0.07,150,0.25,0.01,BayesYJ,0.4985
5,0.07,250,0.25,0.01,BayesYJ,0.8035
5,0.07,500,0.25,0.01,BayesYJ,0.994994995
5,0.07,1000,0.25,0.01,BayesYJ,1
5,0.13,50,0.25,0.01,BayesYJ,0.258129065
5,0.13,100,0.25,0.01,BayesYJ,0.634317159
5,0.13,150,0.25,0.01,BayesYJ,0.882
5,0.13,250,0.25,0.01,BayesYJ,0.9945
5,0.13,500,0.25,0.01,BayesYJ,1
5,0.13,1000,0.25,0.01,BayesYJ,1
5,0.26,50,0.25,0.01,BayesYJ,0.6815
5,0.26,100,0.25,0.01,BayesYJ,0.9775
5,0.26,150,0.25,0.01,BayesYJ,1
5,0.26,250,0.25,0.01,BayesYJ,1
5,0.26,500,0.25,0.01,BayesYJ,1
5,0.26,1000,0.25,0.01,BayesYJ,1
5,0.02,50,0.15,0.01,Bayes,0.0215
5,0.02,100,0.15,0.01,Bayes,0.043587174
5,0.02,150,0.15,0.01,Bayes,0.061306533
5,0.02,250,0.15,0.01,Bayes,0.121791646
5,0.02,500,0.15,0.01,Bayes,0.336024218
5,0.02,1000,0.15,0.01,Bayes,0.756306761
5,0.07,50,0.15,0.01,Bayes,0.0845
5,0.07,100,0.15,0.01,Bayes,0.191670848
5,0.07,150,0.15,0.01,Bayes,0.368844221
5,0.07,250,0.15,0.01,Bayes,0.670357323
5,0.07,500,0.15,0.01,Bayes,0.973259334
5,0.07,1000,0.15,0.01,Bayes,1
5,0.13,50,0.15,0.01,Bayes,0.2145
5,0.13,100,0.15,0.01,Bayes,0.515805319
5,0.13,150,0.15,0.01,Bayes,0.769346734
5,0.13,250,0.15,0.01,Bayes,0.965760322
5,0.13,500,0.15,0.01,Bayes,1
5,0.13,1000,0.15,0.01,Bayes,1
5,0.26,50,0.15,0.01,Bayes,0.5455
5,0.26,100,0.15,0.01,Bayes,0.933266433
5,0.26,150,0.15,0.01,Bayes,0.995979899
5,0.26,250,0.15,0.01,Bayes,1
5,0.26,500,0.15,0.01,Bayes,1
5,0.26,1000,0.15,0.01,Bayes,1
5,0.02,50,0.25,0.01,Bayes,0.025
5,0.02,100,0.25,0.01,Bayes,0.042606516
5,0.02,150,0.25,0.01,Bayes,0.069346734
5,0.02,250,0.25,0.01,Bayes,0.138902869
5,0.02,500,0.25,0.01,Bayes,0.364278507
5,0.02,1000,0.25,0.01,Bayes,0.793642785
5,0.07,50,0.25,0.01,Bayes,0.09
5,0.07,100,0.25,0.01,Bayes,0.210737582
5,0.07,150,0.25,0.01,Bayes,0.407035176
5,0.07,250,0.25,0.01,Bayes,0.711480363
5,0.07,500,0.25,0.01,Bayes,0.980322906
5,0.07,1000,0.25,0.01,Bayes,1
5,0.13,50,0.25,0.01,Bayes,0.229
5,0.13,100,0.25,0.01,Bayes,0.557451079
5,0.13,150,0.25,0.01,Bayes,0.808040201
5,0.13,250,0.25,0.01,Bayes,0.977844914
5,0.13,500,0.25,0.01,Bayes,1
5,0.13,1000,0.25,0.01,Bayes,1
5,0.26,50,0.25,0.01,Bayes,0.584
5,0.26,100,0.25,0.01,Bayes,0.956827309
5,0.26,150,0.25,0.01,Bayes,0.997487437
5,0.26,250,0.25,0.01,Bayes,1
5,0.26,500,0.25,0.01,Bayes,1
5,0.26,1000,0.25,0.01,Bayes,1
10,0.02,50,0.15,0.1,Theory,0.150518518
10,0.02,100,0.15,0.1,Theory,0.20711312
10,0.02,150,0.15,0.1,Theory,0.267840086
10,0.02,250,0.15,0.1,Theory,0.394288404
10,0.02,500,0.15,0.1,Theory,0.676571496
10,0.02,1000,0.15,0.1,Theory,0.943604252
10,0.07,50,0.15,0.1,Theory,0.311040856
10,0.07,100,0.15,0.1,Theory,0.53899497
10,0.07,150,0.15,0.1,Theory,0.723844681
10,0.07,250,0.15,0.1,Theory,0.923367678
10,0.07,500,0.15,0.1,Theory,0.998840068
10,0.07,1000,0.15,0.1,Theory,0.999999972
10,0.13,50,0.15,0.1,Theory,0.53585032
10,0.13,100,0.15,0.1,Theory,0.846040941
10,0.13,150,0.15,0.1,Theory,0.962255931
10,0.13,250,0.15,0.1,Theory,0.998756828
10,0.13,500,0.15,0.1,Theory,0.999999966
10,0.13,1000,0.15,0.1,Theory,1
10,0.26,50,0.15,0.1,Theory,0.903267404
10,0.26,100,0.15,0.1,Theory,0.997851783
10,0.26,150,0.15,0.1,Theory,0.999978558
10,0.26,250,0.15,0.1,Theory,0.999999999
10,0.26,500,0.15,0.1,Theory,1
10,0.26,1000,0.15,0.1,Theory,1
10,0.02,50,0.25,0.1,Theory,0.150518518
10,0.02,100,0.25,0.1,Theory,0.20711312
10,0.02,150,0.25,0.1,Theory,0.267840086
10,0.02,250,0.25,0.1,Theory,0.394288404
10,0.02,500,0.25,0.1,Theory,0.676571496
10,0.02,1000,0.25,0.1,Theory,0.943604252
10,0.07,50,0.25,0.1,Theory,0.311040856
10,0.07,100,0.25,0.1,Theory,0.53899497
10,0.07,150,0.25,0.1,Theory,0.723844681
10,0.07,250,0.25,0.1,Theory,0.923367678
10,0.07,500,0.25,0.1,Theory,0.998840068
10,0.07,1000,0.25,0.1,Theory,0.999999972
10,0.13,50,0.25,0.1,Theory,0.53585032
10,0.13,100,0.25,0.1,Theory,0.846040941
10,0.13,150,0.25,0.1,Theory,0.962255931
10,0.13,250,0.25,0.1,Theory,0.998756828
10,0.13,500,0.25,0.1,Theory,0.999999966
10,0.13,1000,0.25,0.1,Theory,1
10,0.26,50,0.25,0.1,Theory,0.903267404
10,0.26,100,0.25,0.1,Theory,0.997851783
10,0.26,150,0.25,0.1,Theory,0.999978558
10,0.26,250,0.25,0.1,Theory,0.999999999
10,0.26,500,0.25,0.1,Theory,1
10,0.26,1000,0.25,0.1,Theory,1
